prompt_id,assumption_id,category,source_episode_id,source_turn_idx,source_assumption_idx,assumption_text,control_episode_id,control_turn_idx,control_claim_idx,claim_text,overlap_score,entailment_score,confidence,raw
political|64492|12|0|08151ae61e11696b|0,political|64492|12|0|08151ae61e11696b,political,64492,12,0,The speaker believes that legal decisions on same-sex marriage will have cascading effects on future legislation.,74394,1,9,"The speaker believes it is outrageous, disgraceful, and dangerous to link Republican policies on immigration to this event.",2,1,0.85,"{
  ""entailment_score"": 1,
  ""confidence"": 0.85
}"
political|64492|12|0|08151ae61e11696b|1,political|64492|12|0|08151ae61e11696b,political,64492,12,0,The speaker believes that legal decisions on same-sex marriage will have cascading effects on future legislation.,74394,16,5,The speaker hopes the guest returns for future interviews.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|64492|12|0|08151ae61e11696b|2,political|64492|12|0|08151ae61e11696b,political,64492,12,0,The speaker believes that legal decisions on same-sex marriage will have cascading effects on future legislation.,74394,16,9,The speaker believes $40 billion may be a random number.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Veritas_Wealth_-_Lifestyle_Financial_Planning|13|2|47cb40a57acab025|0,business|Veritas_Wealth_-_Lifestyle_Financial_Planning|13|2|47cb40a57acab025,business,Veritas_Wealth_-_Lifestyle_Financial_Planning,13,2,Financial modeling based on stated goals provides reliable insight into long-term affordability.,74__Avoid_Losing_Streaks_Using_This_Simple_Trading_Plan_w__Matthew_Todd,8,1,This podcast provides general investment advice rather than financial trading guidance.,2,1,0.85,"{
  ""entailment_score"": 1,
  ""confidence"": 0.85
}"
business|Veritas_Wealth_-_Lifestyle_Financial_Planning|13|2|47cb40a57acab025|1,business|Veritas_Wealth_-_Lifestyle_Financial_Planning|13|2|47cb40a57acab025,business,Veritas_Wealth_-_Lifestyle_Financial_Planning,13,2,Financial modeling based on stated goals provides reliable insight into long-term affordability.,74__Avoid_Losing_Streaks_Using_This_Simple_Trading_Plan_w__Matthew_Todd,29,6,Focusing on drawdown limits helps maximize long-term gains.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Veritas_Wealth_-_Lifestyle_Financial_Planning|13|2|47cb40a57acab025|2,business|Veritas_Wealth_-_Lifestyle_Financial_Planning|13|2|47cb40a57acab025,business,Veritas_Wealth_-_Lifestyle_Financial_Planning,13,2,Financial modeling based on stated goals provides reliable insight into long-term affordability.,74__Avoid_Losing_Streaks_Using_This_Simple_Trading_Plan_w__Matthew_Todd,45,3,Trusting one's own instincts and analysis leads to better long-term trading outcomes.,2,3,0.8,"{
  ""entailment_score"": 3,
  ""confidence"": 0.8
}"
business|Veritas_Wealth_-_Lifestyle_Financial_Planning|13|2|47cb40a57acab025|3,business|Veritas_Wealth_-_Lifestyle_Financial_Planning|13|2|47cb40a57acab025,business,Veritas_Wealth_-_Lifestyle_Financial_Planning,13,2,Financial modeling based on stated goals provides reliable insight into long-term affordability.,74__Avoid_Losing_Streaks_Using_This_Simple_Trading_Plan_w__Matthew_Todd,52,2,This segment aims to provide insight into what it takes to become a successful trader.,2,1,0.85,"{
  ""entailment_score"": 1,
  ""confidence"": 0.85
}"
business|Veritas_Wealth_-_Lifestyle_Financial_Planning|13|2|47cb40a57acab025|4,business|Veritas_Wealth_-_Lifestyle_Financial_Planning|13|2|47cb40a57acab025,business,Veritas_Wealth_-_Lifestyle_Financial_Planning,13,2,Financial modeling based on stated goals provides reliable insight into long-term affordability.,74__Avoid_Losing_Streaks_Using_This_Simple_Trading_Plan_w__Matthew_Todd,71,8,Learning from losses is essential to long-term progress.,2,3,0.8,"{
  ""entailment_score"": 3,
  ""confidence"": 0.8
}"
political|75002|1|0|f881da2e3cc8bfb0|0,political|75002|1|0|f881da2e3cc8bfb0,political,75002,1,0,The current situation is challenging or distressing.,79402,14,6,The cruise will feature discussions on the current political situation in the U.S. and globally.,2,9,0.95,"{
  ""entailment_score"": 9,
  ""confidence"": 0.95
}"
business|Dr._Todd_Greer|21|0|8b6d08f1f6274035|0,business|Dr._Todd_Greer|21|0|8b6d08f1f6274035,business,Dr._Todd_Greer,21,0,Retiring at the peak of one's career is ideal and more admirable than continuing past it.,Three_Rivers_College_construction_preparedness_programs_are_discussed_with_Will_Cooper__MBA__Director__Workforce_Development,22,3,The collaborative effort took more than one day to complete.,3,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Dr._Todd_Greer|21|0|8b6d08f1f6274035|1,business|Dr._Todd_Greer|21|0|8b6d08f1f6274035,business,Dr._Todd_Greer,21,0,Retiring at the peak of one's career is ideal and more admirable than continuing past it.,Three_Rivers_College_construction_preparedness_programs_are_discussed_with_Will_Cooper__MBA__Director__Workforce_Development,3,0,I have lived in Three Rivers for more than seven years.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684|0,business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684,business,CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA,30,0,Garrett has received at least one piece of meaningful business advice.,Wealth_Perspective_and_Marketing_with_Naresh_Vissa,2,1,The guest has significant experience in marketing and business.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684|1,business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684,business,CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA,30,0,Garrett has received at least one piece of meaningful business advice.,Wealth_Perspective_and_Marketing_with_Naresh_Vissa,6,2,Rich Dad Poor Dad is one of the most popular business books.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684|2,business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684,business,CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA,30,0,Garrett has received at least one piece of meaningful business advice.,Wealth_Perspective_and_Marketing_with_Naresh_Vissa,13,8,The business venture built around the book is worth at least $100 million.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684|3,business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684,business,CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA,30,0,Garrett has received at least one piece of meaningful business advice.,Wealth_Perspective_and_Marketing_with_Naresh_Vissa,15,2,One father has a PhD and emphasizes education and employment.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684|4,business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684,business,CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA,30,0,Garrett has received at least one piece of meaningful business advice.,Wealth_Perspective_and_Marketing_with_Naresh_Vissa,21,5,The speaker achieved positive cash flow from day one of operating their business independently.,2,1,0.85,"{
  ""entailment_score"": 1,
  ""confidence"": 0.85
}"
business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684|5,business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684,business,CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA,30,0,Garrett has received at least one piece of meaningful business advice.,Wealth_Perspective_and_Marketing_with_Naresh_Vissa,23,3,The speaker has become involved in private equity deals due to relationships formed through their primary business.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684|6,business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684,business,CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA,30,0,Garrett has received at least one piece of meaningful business advice.,Wealth_Perspective_and_Marketing_with_Naresh_Vissa,23,4,The speaker has participated in joint ventures and private placements as a result of client referrals from their core business.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684|7,business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684,business,CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA,30,0,Garrett has received at least one piece of meaningful business advice.,Wealth_Perspective_and_Marketing_with_Naresh_Vissa,28,1,Business growth over the last decade has not followed a linear trajectory.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684|8,business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684,business,CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA,30,0,Garrett has received at least one piece of meaningful business advice.,Wealth_Perspective_and_Marketing_with_Naresh_Vissa,37,0,Walmart has everything under one roof.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684|9,business|CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA|30|0|d115d79f7fa84684,business,CPAs_innovating_during_crisis_with_Garrett_Wagner__CPA,30,0,Garrett has received at least one piece of meaningful business advice.,Wealth_Perspective_and_Marketing_with_Naresh_Vissa,46,9,A final piece of advice from Nuresh would be valuable to share with the audience.,2,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
business|Dr._Todd_Greer|29|6|251cc3dc2ec33a00|0,business|Dr._Todd_Greer|29|6|251cc3dc2ec33a00,business,Dr._Todd_Greer,29,6,Disruption arises from recombination of existing resources rather than invention of new ones.,Ep._5__Is_Furlough_Bigger_in_Texas__With_Nicole_Moss,19,2,Wearing face masks is primarily intended to protect others rather than oneself.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8|0,business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8,business,SPECIAL_SERIES_-_Pep_Talk_Episode_17,3,7,There is a shared understanding between speaker and listener about the purpose of pandemic-related restrictions.,How_do_VC_analysts_work_and_how_should_startup_founders_leverage_this_point_of_contact_-_by_Erik_de_Stefanis,2,1,The speaker wants to know specific examples of companies the listener has invested in.,2,1,0.85,"{
  ""entailment_score"": 1,
  ""confidence"": 0.85
}"
business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8|1,business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8,business,SPECIAL_SERIES_-_Pep_Talk_Episode_17,3,7,There is a shared understanding between speaker and listener about the purpose of pandemic-related restrictions.,How_do_VC_analysts_work_and_how_should_startup_founders_leverage_this_point_of_contact_-_by_Erik_de_Stefanis,21,1,The speaker is referring to a prior utterance by the listener.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8|2,business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8,business,SPECIAL_SERIES_-_Pep_Talk_Episode_17,3,7,There is a shared understanding between speaker and listener about the purpose of pandemic-related restrictions.,How_do_VC_analysts_work_and_how_should_startup_founders_leverage_this_point_of_contact_-_by_Erik_de_Stefanis,26,3,The speaker has just remembered the question they were about to ask.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8|3,business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8,business,SPECIAL_SERIES_-_Pep_Talk_Episode_17,3,7,There is a shared understanding between speaker and listener about the purpose of pandemic-related restrictions.,How_do_VC_analysts_work_and_how_should_startup_founders_leverage_this_point_of_contact_-_by_Erik_de_Stefanis,28,2,The speaker has recently become interested in learning about due diligence.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8|4,business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8,business,SPECIAL_SERIES_-_Pep_Talk_Episode_17,3,7,There is a shared understanding between speaker and listener about the purpose of pandemic-related restrictions.,How_do_VC_analysts_work_and_how_should_startup_founders_leverage_this_point_of_contact_-_by_Erik_de_Stefanis,28,4,The speaker assumes the listener is primarily responsible for conducting the due diligence process.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8|5,business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8,business,SPECIAL_SERIES_-_Pep_Talk_Episode_17,3,7,There is a shared understanding between speaker and listener about the purpose of pandemic-related restrictions.,How_do_VC_analysts_work_and_how_should_startup_founders_leverage_this_point_of_contact_-_by_Erik_de_Stefanis,29,1,The speaker gathers as much information as possible about the company and its target industry.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8|6,business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8,business,SPECIAL_SERIES_-_Pep_Talk_Episode_17,3,7,There is a shared understanding between speaker and listener about the purpose of pandemic-related restrictions.,How_do_VC_analysts_work_and_how_should_startup_founders_leverage_this_point_of_contact_-_by_Erik_de_Stefanis,33,4,The speaker shares updates about companies they’ve engaged with during weekly meetings.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8|7,business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8,business,SPECIAL_SERIES_-_Pep_Talk_Episode_17,3,7,There is a shared understanding between speaker and listener about the purpose of pandemic-related restrictions.,How_do_VC_analysts_work_and_how_should_startup_founders_leverage_this_point_of_contact_-_by_Erik_de_Stefanis,44,4,The speaker asks whether the listener experiences similar behavior among analysts.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8|8,business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8,business,SPECIAL_SERIES_-_Pep_Talk_Episode_17,3,7,There is a shared understanding between speaker and listener about the purpose of pandemic-related restrictions.,How_do_VC_analysts_work_and_how_should_startup_founders_leverage_this_point_of_contact_-_by_Erik_de_Stefanis,48,2,There is little perceived difference between Canada and the United States.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8|9,business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8,business,SPECIAL_SERIES_-_Pep_Talk_Episode_17,3,7,There is a shared understanding between speaker and listener about the purpose of pandemic-related restrictions.,How_do_VC_analysts_work_and_how_should_startup_founders_leverage_this_point_of_contact_-_by_Erik_de_Stefanis,58,4,The speaker believes the information shared by Eric was new to them.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8|10,business|SPECIAL_SERIES_-_Pep_Talk_Episode_17|3|7|9e6057afab36c4d8,business,SPECIAL_SERIES_-_Pep_Talk_Episode_17,3,7,There is a shared understanding between speaker and listener about the purpose of pandemic-related restrictions.,How_do_VC_analysts_work_and_how_should_startup_founders_leverage_this_point_of_contact_-_by_Erik_de_Stefanis,58,5,The speaker believes the information shared by Eric was valuable to their listeners.,2,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
